ps_code,mp_code,monitor_time,pollutant_code,pollutant_name,strength,standard_value,remark,status,data_status,create_time,update_time,day,company
13C2D0DCE6FB5F5F1BFDA298A54CA80D,13C2D0DCE6FB5F5FB2BE3E32478A0CC5,2022-08-01 00:00:00,001,颗粒物,,20,CEMS维护,0,0,2022-08-02T09:22:12.563,2022-08-02T09:22:12.563,20220801,温州龙湾伟明环保能源有限公司
13C2D0DCE6FB5F5F1BFDA298A54CA80D,13C2D0DCE6FB5F5FB2BE3E32478A0CC5,2022-08-01 00:00:00,002,二氧化硫,,80,CEMS维护,0,0,2022-08-02T09:22:12.563,2022-08-02T09:22:12.563,20220801,温州龙湾伟明环保能源有限公司
13C2D0DCE6FB5F5F1BFDA298A54CA80D,13C2D0DCE6FB5F5FB2BE3E32478A0CC5,2022-08-01 00:00:00,003,氮氧化物,,250,CEMS维护,0,0,2022-08-02T09:22:12.563,2022-08-02T09:22:12.563,20220801,温州龙湾伟明环保能源有限公司
13C2D0DCE6FB5F5F1BFDA298A54CA80D,13C2D0DCE6FB5F5FB2BE3E32478A0CC5,2022-08-01 00:00:00,004,一氧化碳,,80,CEMS维护,0,0,2022-08-02T09:22:12.563,2022-08-02T09:22:12.563,20220801,温州龙湾伟明环保能源有限公司
13C2D0DCE6FB5F5F1BFDA298A54CA80D,13C2D0DCE6FB5F5FB2BE3E32478A0CC5,2022-08-01 00:00:00,008,氯化氢,,50,CEMS维护,0,0,2022-08-02T09:22:12.563,2022-08-02T09:22:12.563,20220801,温州龙湾伟明环保能源有限公司
13C2D0DCE6FB5F5F1BFDA298A54CA80D,13C2D0DCE6FB5F5F7566D0CA7902390E,2022-08-01 00:00:00,001,颗粒物,6.98,20,,0,0,2022-08-02T09:22:12.563,2022-08-02T09:22:40.513,20220801,温州龙湾伟明环保能源有限公司
13C2D0DCE6FB5F5F1BFDA298A54CA80D,13C2D0DCE6FB5F5F7566D0CA7902390E,2022-08-01 00:00:00,002,二氧化硫,24.19,80,,0,0,2022-08-02T09:22:12.563,2022-08-02T09:22:40.513,20220801,温州龙湾伟明环保能源有限公司
13C2D0DCE6FB5F5F1BFDA298A54CA80D,13C2D0DCE6FB5F5F7566D0CA7902390E,2022-08-01 00:00:00,003,氮氧化物,81.1,250,,0,0,2022-08-02T09:22:12.563,2022-08-02T09:22:40.513,20220801,温州龙湾伟明环保能源有限公司
13C2D0DCE6FB5F5F1BFDA298A54CA80D,13C2D0DCE6FB5F5F7566D0CA7902390E,2022-08-01 00:00:00,004,一氧化碳,7.49,80,,0,0,2022-08-02T09:22:12.563,2022-08-02T09:22:40.513,20220801,温州龙湾伟明环保能源有限公司
13C2D0DCE6FB5F5F1BFDA298A54CA80D,13C2D0DCE6FB5F5F7566D0CA7902390E,2022-08-01 00:00:00,008,氯化氢,0.47,50,,0,0,2022-08-02T09:22:12.563,2022-08-02T09:22:40.513,20220801,温州龙湾伟明环保能源有限公司
13C2D0DCE6FB5F5F1BFDA298A54CA80D,13C2D0DCE6FB5F5FD0CBE61B525A799D,2022-08-01 00:00:00,001,颗粒物,4.55,20,,0,0,2022-08-02T09:22:12.563,2022-08-02T09:22:12.563,20220801,温州龙湾伟明环保能源有限公司
